tender_id,client,category,estimated_value_omr,competitor_count,margin_percent,icv_score,omanization_percent,won
OM-HIST-20325,Ministry of Transport,Oil & Gas Infrastructure,806139,13,9.14,20.37,51.13,1
OM-HIST-20326,Nama Group,Medical Supplies,61464,8,14.41,18.66,89.29,1
OM-HIST-20327,Ministry of Transport,Construction,126667,12,28.16,46.05,71.82,0
OM-HIST-20328,OQ,Medical Supplies,57854,9,10.77,22.33,66.28,1
OM-HIST-20329,Ministry of Transport,Construction,169925,14,13.67,20.36,75.82,1
OM-HIST-20330,PDO,Construction,554947,10,33.01,49.77,47.77,0
OM-HIST-20331,Royal Oman Police,Medical Supplies,21167,8,31.87,29.73,52.43,0
OM-HIST-20332,Nama Group,IT Services,1532943,6,6.26,57.77,35.14,0
OM-HIST-20333,PDO,Construction,236588,13,19.37,20.1,65.01,0
OM-HIST-20334,Royal Oman Police,Construction,997964,4,8.28,47.04,45.55,1
OM-HIST-20335,Royal Oman Police,Medical Supplies,83312,5,24.14,12.62,56.86,0
OM-HIST-20336,OQ,Oil & Gas Infrastructure,94425,12,28.12,10.26,65.77,0
OM-HIST-20337,Nama Group,Electrical Substation,977320,12,33.05,53.92,61.03,0
OM-HIST-20338,PDO,Construction,282279,7,13.56,12.96,79.97,0
OM-HIST-20339,PDO,IT Services,1703654,10,27.16,52.52,32.42,0
OM-HIST-20340,Nama Group,Electrical Substation,20000,15,10.27,55.98,94.82,1
OM-HIST-20341,Royal Oman Police,Electrical Substation,20000,4,33.1,58.11,90.19,0
OM-HIST-20342,PDO,Oil & Gas Infrastructure,430608,6,22.04,15.37,93.89,1
OM-HIST-20343,PDO,Medical Supplies,234614,10,19.82,56.93,85.32,1
OM-HIST-20344,Nama Group,IT Services,116585,14,8.38,18.12,59.83,1
OM-HIST-20345,Royal Oman Police,IT Services,2597228,2,27.1,49.54,66.91,0
OM-HIST-20346,OQ,IT Services,625829,11,30.68,54.85,83.75,0
OM-HIST-20347,PDO,Oil & Gas Infrastructure,24901,8,25.08,19.24,39.14,0
OM-HIST-20348,Ministry of Transport,IT Services,347407,2,12.82,21.78,78.99,0
OM-HIST-20349,PDO,Construction,272144,11,26.69,10.57,72.49,0
OM-HIST-20350,Ministry of Health,Oil & Gas Infrastructure,324452,12,8.55,25.34,56.35,1
OM-HIST-20351,Nama Group,Construction,218552,13,8.52,55.81,49.18,1
OM-HIST-20352,Ministry of Health,IT Services,34680,4,19.35,32.75,94.27,1
OM-HIST-20353,PDO,Medical Supplies,59007,9,27.72,50.1,83.66,0
OM-HIST-20354,PDO,Medical Supplies,53570,15,28.62,36.28,64.33,0
OM-HIST-20355,Nama Group,Medical Supplies,574333,3,6.85,37.38,62.86,1
OM-HIST-20356,OQ,IT Services,107436,4,14.84,36.02,37.56,1
OM-HIST-20357,PDO,Medical Supplies,82581,9,7.73,35.52,82.56,0
OM-HIST-20358,Nama Group,Medical Supplies,755611,8,18.7,12.89,60.05,0
OM-HIST-20359,Ministry of Transport,Oil & Gas Infrastructure,38159,8,12.63,10.15,44.16,1
OM-HIST-20360,PDO,Electrical Substation,5974669,7,26.01,37.06,33.92,0
OM-HIST-20361,Ministry of Health,Electrical Substation,116839,2,13.61,19.0,38.8,0
OM-HIST-20362,OQ,Electrical Substation,43718,7,34.79,29.12,86.53,0
OM-HIST-20363,OQ,Electrical Substation,36227,3,25.48,43.09,65.05,0
OM-HIST-20364,Nama Group,Construction,717353,3,10.35,36.86,64.37,1
OM-HIST-20365,PDO,IT Services,1327798,15,5.1,11.14,49.39,0
OM-HIST-20366,PDO,Medical Supplies,2465660,8,20.96,51.17,46.09,1
OM-HIST-20367,Ministry of Transport,Construction,623304,5,33.12,46.25,37.33,0
OM-HIST-20368,OQ,Electrical Substation,193261,11,27.98,54.19,31.02,1
OM-HIST-20369,Ministry of Transport,Oil & Gas Infrastructure,3659698,11,6.01,39.89,75.71,1
OM-HIST-20370,Nama Group,Oil & Gas Infrastructure,93500,8,18.17,36.99,79.04,0
OM-HIST-20371,PDO,IT Services,61259,10,34.8,21.71,89.57,0
OM-HIST-20372,Ministry of Transport,Medical Supplies,34635,11,28.18,50.92,45.4,0
OM-HIST-20373,Ministry of Health,Medical Supplies,156916,5,17.41,23.76,66.19,1
OM-HIST-20374,Nama Group,IT Services,40142,12,25.36,37.79,33.05,0
OM-HIST-20375,Royal Oman Police,Electrical Substation,172302,14,20.73,44.82,56.54,1
OM-HIST-20376,PDO,IT Services,76620,14,21.14,22.05,44.65,0
OM-HIST-20377,PDO,IT Services,110628,14,18.89,12.88,56.82,0
OM-HIST-20378,Ministry of Transport,Medical Supplies,659553,4,16.65,22.75,51.47,1
OM-HIST-20379,OQ,Electrical Substation,25883,15,16.13,36.78,83.91,1
OM-HIST-20380,Royal Oman Police,Electrical Substation,20000,12,23.15,11.98,34.73,0
OM-HIST-20381,Ministry of Health,Medical Supplies,820788,13,25.14,20.85,43.58,0
OM-HIST-20382,Royal Oman Police,Construction,20000,2,11.35,19.5,78.2,1
OM-HIST-20383,Nama Group,Electrical Substation,1490780,5,25.87,45.19,55.78,0
OM-HIST-20384,Ministry of Health,Construction,297282,14,13.49,33.31,72.17,0
OM-HIST-20385,Royal Oman Police,Construction,71292,10,31.48,33.3,82.18,0
OM-HIST-20386,Royal Oman Police,Construction,264527,5,16.12,30.7,66.56,1
OM-HIST-20387,OQ,IT Services,367838,2,12.82,56.74,67.64,1
OM-HIST-20388,OQ,IT Services,20000,5,14.9,28.99,84.17,1
OM-HIST-20389,Nama Group,Construction,94498,6,27.9,34.43,77.03,0
OM-HIST-20390,Royal Oman Police,Electrical Substation,546308,4,26.98,27.61,39.1,0
OM-HIST-20391,OQ,IT Services,80696,10,34.71,57.86,64.06,0
OM-HIST-20392,Royal Oman Police,Oil & Gas Infrastructure,20000,15,25.05,48.22,56.81,0
OM-HIST-20393,PDO,IT Services,182632,3,26.22,10.46,62.87,0
OM-HIST-20394,OQ,Medical Supplies,110318,12,25.0,40.83,61.41,1
OM-HIST-20395,PDO,Oil & Gas Infrastructure,1545935,10,21.55,10.59,64.41,0
OM-HIST-20396,PDO,Construction,579904,2,20.07,44.89,57.99,1
OM-HIST-20397,OQ,IT Services,288630,3,32.54,36.22,45.66,0
OM-HIST-20398,Nama Group,Construction,103263,15,15.63,49.75,35.14,0
OM-HIST-20399,PDO,Electrical Substation,146180,11,12.3,44.86,49.5,0
OM-HIST-20400,Nama Group,Oil & Gas Infrastructure,133736,12,34.75,42.49,32.06,0
OM-HIST-20401,Royal Oman Police,Electrical Substation,183130,10,19.28,41.84,75.68,1
OM-HIST-20402,PDO,Electrical Substation,200589,12,28.53,38.29,85.77,0
OM-HIST-20403,Ministry of Transport,Medical Supplies,727242,2,11.89,55.06,75.0,1
OM-HIST-20404,OQ,Construction,44059,2,32.72,44.22,48.22,0
OM-HIST-20405,PDO,Oil & Gas Infrastructure,857926,4,32.86,25.72,92.5,0
OM-HIST-20406,PDO,Electrical Substation,246435,3,13.98,38.2,66.84,0
OM-HIST-20407,OQ,Medical Supplies,122268,7,16.52,46.99,81.38,1
OM-HIST-20408,Nama Group,Oil & Gas Infrastructure,155386,10,27.36,27.29,36.35,0
OM-HIST-20409,Nama Group,Oil & Gas Infrastructure,220058,7,23.16,40.69,68.71,0
OM-HIST-20410,PDO,Construction,218895,2,24.02,49.18,59.29,1
OM-HIST-20411,Nama Group,Medical Supplies,424257,8,17.96,43.98,72.94,1
OM-HIST-20412,OQ,Medical Supplies,51152,6,28.94,45.66,35.33,1
OM-HIST-20413,Nama Group,IT Services,147826,13,16.69,28.04,35.95,0
OM-HIST-20414,Ministry of Transport,Electrical Substation,271278,7,27.84,15.11,35.67,0
OM-HIST-20415,Ministry of Health,Medical Supplies,112844,10,20.37,15.16,35.83,0
OM-HIST-20416,OQ,Medical Supplies,782602,11,28.53,53.19,30.8,0
OM-HIST-20417,Ministry of Health,Oil & Gas Infrastructure,104157,13,32.03,55.26,93.58,0
OM-HIST-20418,Ministry of Transport,IT Services,194999,12,16.42,16.94,49.57,0
OM-HIST-20419,PDO,Oil & Gas Infrastructure,31432,4,18.04,31.06,61.48,1
OM-HIST-20420,OQ,Construction,43142,5,26.63,34.79,70.08,0
OM-HIST-20421,OQ,IT Services,62414,6,5.2,29.78,84.7,1
OM-HIST-20422,PDO,Construction,209932,9,15.04,50.77,85.87,0
OM-HIST-20423,Nama Group,IT Services,57975,6,14.62,57.36,43.06,1
OM-HIST-20424,OQ,Electrical Substation,177853,7,13.74,44.75,61.92,1
OM-HIST-20425,OQ,IT Services,20244,7,16.28,50.82,55.54,1
OM-HIST-20426,Nama Group,Medical Supplies,5351719,5,22.77,37.28,74.31,1
OM-HIST-20427,Ministry of Health,Electrical Substation,397174,13,11.29,49.88,84.03,1
OM-HIST-20428,Royal Oman Police,Electrical Substation,111409,12,19.98,41.67,45.73,0
OM-HIST-20429,Royal Oman Police,Electrical Substation,52525,14,16.31,32.45,68.87,0
OM-HIST-20430,OQ,Medical Supplies,44096,10,32.7,53.48,57.19,1
OM-HIST-20431,OQ,Construction,213169,13,31.87,36.85,71.48,0
OM-HIST-20432,OQ,IT Services,1578169,12,24.94,18.32,69.82,0
OM-HIST-20433,PDO,Electrical Substation,37282,14,14.95,49.81,36.89,1
OM-HIST-20434,PDO,IT Services,38032,10,27.41,37.9,74.7,0
OM-HIST-20435,Nama Group,Construction,66035,8,18.89,43.98,74.88,1
OM-HIST-20436,Nama Group,Oil & Gas Infrastructure,1323939,9,8.14,30.8,92.51,1
OM-HIST-20437,Nama Group,IT Services,196385,7,14.36,32.77,43.45,0
OM-HIST-20438,Royal Oman Police,Electrical Substation,993739,3,18.14,44.84,50.73,1
OM-HIST-20439,Ministry of Transport,Oil & Gas Infrastructure,56784,2,30.48,42.4,74.01,1
OM-HIST-20440,Nama Group,IT Services,912669,10,10.23,18.01,66.39,0
OM-HIST-20441,Royal Oman Police,IT Services,25190,14,17.15,19.22,71.63,0
OM-HIST-20442,Ministry of Health,Oil & Gas Infrastructure,542721,13,23.42,19.87,68.49,0
OM-HIST-20443,OQ,IT Services,59264,5,13.35,45.19,81.74,1
OM-HIST-20444,Nama Group,Medical Supplies,4565522,4,15.97,19.85,37.41,0
OM-HIST-20445,PDO,Electrical Substation,421116,10,33.98,25.67,55.26,0
OM-HIST-20446,PDO,Oil & Gas Infrastructure,1021595,7,15.56,32.89,41.21,0
OM-HIST-20447,Nama Group,Construction,70527,11,22.71,43.61,50.36,0
OM-HIST-20448,Nama Group,Oil & Gas Infrastructure,260817,4,16.2,17.07,55.25,0
OM-HIST-20449,PDO,Medical Supplies,48751,8,17.69,34.33,64.93,0
OM-HIST-20450,OQ,IT Services,704029,10,10.01,24.44,42.16,0
OM-HIST-20451,Royal Oman Police,Medical Supplies,382114,2,30.97,57.59,61.5,1
OM-HIST-20452,PDO,Electrical Substation,31220,10,20.16,34.75,74.51,0
OM-HIST-20453,OQ,Electrical Substation,171292,9,10.02,38.27,81.73,1
OM-HIST-20454,PDO,Oil & Gas Infrastructure,64040,6,11.75,24.43,80.75,1
OM-HIST-20455,Nama Group,Electrical Substation,267351,10,20.32,38.64,47.41,0
OM-HIST-20456,Nama Group,Construction,28031,10,29.68,12.08,76.73,0
OM-HIST-20457,Nama Group,Electrical Substation,2000401,3,27.08,42.68,46.09,0
OM-HIST-20458,OQ,Oil & Gas Infrastructure,188085,9,12.88,53.11,35.65,0
OM-HIST-20459,Royal Oman Police,Oil & Gas Infrastructure,365175,14,29.36,20.49,77.94,0
OM-HIST-20460,PDO,Medical Supplies,41256,12,17.85,40.81,81.02,0
OM-HIST-20461,OQ,Oil & Gas Infrastructure,53998,11,15.52,24.05,65.02,1
OM-HIST-20462,Nama Group,Construction,73067,6,22.18,57.62,63.44,0
OM-HIST-20463,PDO,Oil & Gas Infrastructure,1004144,4,33.88,49.28,89.72,0
OM-HIST-20464,Nama Group,IT Services,52903,13,30.98,22.48,76.24,0
OM-HIST-20465,Ministry of Health,Electrical Substation,198851,9,9.27,41.62,70.81,1
OM-HIST-20466,Ministry of Health,Oil & Gas Infrastructure,32666,12,28.84,48.44,56.19,0
OM-HIST-20467,OQ,Construction,20000,9,33.51,26.36,30.16,0
OM-HIST-20468,OQ,Oil & Gas Infrastructure,4129284,13,34.16,41.74,75.32,0
OM-HIST-20469,Nama Group,Medical Supplies,161279,8,11.53,31.48,43.77,1
OM-HIST-20470,Royal Oman Police,Construction,91375,7,21.42,16.53,85.41,0
OM-HIST-20471,Royal Oman Police,Oil & Gas Infrastructure,184009,2,7.99,49.19,59.87,1
OM-HIST-20472,OQ,IT Services,381803,9,18.7,59.59,57.81,0
OM-HIST-20473,OQ,IT Services,125186,12,14.06,53.72,86.98,1
OM-HIST-20474,PDO,Construction,34376,6,7.47,43.23,72.18,1
OM-HIST-20475,Royal Oman Police,Construction,829719,13,25.98,21.71,72.61,0
OM-HIST-20476,PDO,Oil & Gas Infrastructure,6565350,5,19.3,16.63,44.7,0
OM-HIST-20477,Ministry of Health,Oil & Gas Infrastructure,165301,2,25.87,50.86,94.23,0
OM-HIST-20478,OQ,IT Services,93193,9,7.12,29.15,77.5,1
OM-HIST-20479,PDO,Construction,177189,7,31.43,16.86,80.27,0
OM-HIST-20480,Royal Oman Police,IT Services,20000,12,34.79,17.14,64.48,1
OM-HIST-20481,Nama Group,IT Services,39775,9,15.54,20.65,78.64,0
OM-HIST-20482,Nama Group,Medical Supplies,365919,12,18.27,20.86,88.28,1
OM-HIST-20483,Nama Group,Oil & Gas Infrastructure,118164,11,26.9,27.58,57.91,0
OM-HIST-20484,PDO,IT Services,69879,6,24.34,22.41,69.06,0
OM-HIST-20485,PDO,Construction,64854,14,33.24,11.34,85.06,0
OM-HIST-20486,Nama Group,IT Services,166629,10,23.21,19.43,55.46,0
OM-HIST-20487,Royal Oman Police,IT Services,313453,9,16.58,22.05,71.48,1
OM-HIST-20488,OQ,Oil & Gas Infrastructure,344307,7,33.02,16.6,85.95,0
OM-HIST-20489,OQ,Construction,20945,10,25.49,48.14,92.04,0
OM-HIST-20490,OQ,Oil & Gas Infrastructure,996210,11,7.03,23.11,32.59,1
OM-HIST-20491,Ministry of Health,Electrical Substation,68544,10,13.59,45.63,79.86,0
OM-HIST-20492,PDO,Electrical Substation,594009,3,24.22,36.88,39.92,1
OM-HIST-20493,PDO,Oil & Gas Infrastructure,20000,10,32.63,58.72,40.1,0
OM-HIST-20494,PDO,Medical Supplies,36637,12,27.9,42.49,71.81,0
OM-HIST-20495,Nama Group,Electrical Substation,979558,13,33.6,21.93,45.89,0
OM-HIST-20496,PDO,Oil & Gas Infrastructure,27184,9,23.37,12.75,73.3,0
OM-HIST-20497,OQ,IT Services,125565,3,5.38,16.86,30.74,1
OM-HIST-20498,OQ,Construction,43816,10,20.52,51.13,46.85,0
OM-HIST-20499,Ministry of Health,Construction,59658,13,31.59,48.57,31.91,0
OM-HIST-20500,Nama Group,Construction,20000,10,6.92,45.62,67.48,1
OM-HIST-20501,Ministry of Transport,Electrical Substation,4138989,10,15.8,34.98,66.85,0
OM-HIST-20502,Nama Group,Construction,246425,14,8.09,38.7,76.98,1
OM-HIST-20503,Nama Group,Medical Supplies,170758,2,6.32,53.15,45.9,1
OM-HIST-20504,PDO,Electrical Substation,185901,4,10.37,58.02,32.3,1
OM-HIST-20505,Nama Group,Electrical Substation,94090,5,14.65,30.81,76.82,1
OM-HIST-20506,PDO,Oil & Gas Infrastructure,48837,11,16.18,35.1,88.63,1
OM-HIST-20507,PDO,Medical Supplies,985220,2,33.62,13.45,60.23,0
OM-HIST-20508,Nama Group,Construction,82692,7,7.59,32.84,53.98,1
OM-HIST-20509,PDO,Construction,963720,13,23.68,33.2,68.46,0
OM-HIST-20510,PDO,IT Services,404617,13,32.01,48.02,45.93,1
OM-HIST-20511,OQ,Electrical Substation,100305,2,11.99,27.32,84.57,1
OM-HIST-20512,Nama Group,Construction,426143,2,27.77,28.81,77.98,1
OM-HIST-20513,Nama Group,IT Services,61989,10,34.49,30.99,92.48,0
OM-HIST-20514,Royal Oman Police,IT Services,1444722,13,13.39,12.2,45.05,0
OM-HIST-20515,Ministry of Health,Electrical Substation,364923,13,31.87,32.92,78.61,0
OM-HIST-20516,PDO,Medical Supplies,375206,4,24.12,29.72,68.47,1
OM-HIST-20517,PDO,IT Services,33954,5,13.75,52.55,90.19,1
OM-HIST-20518,OQ,Construction,388156,7,18.58,21.68,91.33,1
OM-HIST-20519,PDO,Medical Supplies,116788,3,9.66,18.22,60.29,1
OM-HIST-20520,Ministry of Transport,Medical Supplies,21789,7,33.94,20.38,50.04,0
OM-HIST-20521,Ministry of Transport,Oil & Gas Infrastructure,126667,3,9.73,44.3,83.72,1
OM-HIST-20522,Ministry of Health,Oil & Gas Infrastructure,1005099,5,30.08,26.39,35.93,0
OM-HIST-20523,Ministry of Health,Construction,439908,8,20.4,43.86,46.91,0
OM-HIST-20524,PDO,Oil & Gas Infrastructure,265511,8,30.64,37.8,65.76,1
OM-HIST-20525,Royal Oman Police,Oil & Gas Infrastructure,296419,14,28.81,16.07,34.01,0
OM-HIST-20526,Ministry of Transport,IT Services,170368,4,10.94,30.03,74.61,0
OM-HIST-20527,Ministry of Transport,Oil & Gas Infrastructure,258654,11,22.58,55.87,34.87,0
OM-HIST-20528,Nama Group,IT Services,20000,12,18.3,16.44,88.83,0
OM-HIST-20529,Nama Group,Construction,503839,3,6.28,33.05,40.92,1
OM-HIST-20530,Nama Group,Electrical Substation,63986,9,5.88,44.16,41.23,1
OM-HIST-20531,OQ,IT Services,118950,6,13.4,54.17,32.25,1
OM-HIST-20532,Ministry of Transport,IT Services,240624,12,13.85,30.6,65.79,1
OM-HIST-20533,Ministry of Health,Construction,27069,8,9.12,19.97,87.5,1
OM-HIST-20534,OQ,Medical Supplies,246958,14,5.59,29.12,76.37,1
OM-HIST-20535,PDO,Electrical Substation,50143,7,32.38,35.12,55.24,0
OM-HIST-20536,Royal Oman Police,Construction,20000,11,11.57,54.79,80.6,1
OM-HIST-20537,PDO,Electrical Substation,480975,10,15.72,39.2,45.13,1
OM-HIST-20538,Royal Oman Police,IT Services,47773,12,12.23,36.68,81.43,0
OM-HIST-20539,Ministry of Health,IT Services,227983,11,30.4,49.87,53.06,0
OM-HIST-20540,OQ,IT Services,2026130,4,12.1,25.9,77.98,1
OM-HIST-20541,PDO,Medical Supplies,20000,2,26.1,27.58,66.9,1
OM-HIST-20542,Ministry of Health,IT Services,213560,15,34.64,54.08,61.99,0
OM-HIST-20543,OQ,Electrical Substation,69816,2,7.71,21.63,44.22,1
OM-HIST-20544,Nama Group,Oil & Gas Infrastructure,2655048,7,32.54,20.07,38.48,0
OM-HIST-20545,Nama Group,Construction,756224,2,5.66,39.33,89.62,1
OM-HIST-20546,PDO,Medical Supplies,161044,15,15.95,13.63,75.79,0
OM-HIST-20547,PDO,Medical Supplies,126086,3,15.1,26.13,93.43,0
OM-HIST-20548,Ministry of Health,Electrical Substation,674507,14,24.18,34.36,50.62,0
OM-HIST-20549,Nama Group,Medical Supplies,29362,13,31.69,40.69,53.19,0
OM-HIST-20550,OQ,IT Services,45940,8,14.2,44.42,38.28,1
OM-HIST-20551,PDO,Medical Supplies,1575643,8,30.52,48.54,66.89,1
OM-HIST-20552,Royal Oman Police,Construction,216375,14,34.03,21.04,66.76,0
OM-HIST-20553,OQ,IT Services,1016169,7,27.36,21.9,93.85,0
OM-HIST-20554,PDO,Oil & Gas Infrastructure,909921,15,26.27,41.96,87.63,0
OM-HIST-20555,OQ,Construction,2749362,5,12.49,13.39,46.68,1
OM-HIST-20556,PDO,Oil & Gas Infrastructure,20000,2,16.58,46.63,92.99,0
OM-HIST-20557,PDO,Electrical Substation,201054,8,15.54,28.77,83.87,0
OM-HIST-20558,PDO,Medical Supplies,766389,12,27.75,21.28,59.33,0
OM-HIST-20559,Ministry of Transport,Oil & Gas Infrastructure,351652,6,5.6,23.06,36.81,1
OM-HIST-20560,OQ,Electrical Substation,30726,4,26.96,37.35,88.38,1
OM-HIST-20561,PDO,Medical Supplies,156174,11,31.8,45.23,58.04,0
OM-HIST-20562,OQ,Medical Supplies,627981,8,9.71,15.06,43.36,1
OM-HIST-20563,PDO,Medical Supplies,36403,13,32.77,37.01,72.94,0
OM-HIST-20564,Ministry of Health,Oil & Gas Infrastructure,276571,2,16.79,37.48,61.91,1
OM-HIST-20565,PDO,Oil & Gas Infrastructure,140051,8,7.63,51.19,70.63,1
OM-HIST-20566,PDO,Oil & Gas Infrastructure,277210,2,11.21,41.91,93.51,1
OM-HIST-20567,PDO,Oil & Gas Infrastructure,640738,6,28.55,33.55,88.17,0
OM-HIST-20568,OQ,Medical Supplies,73930,8,10.55,54.27,54.01,1
OM-HIST-20569,PDO,Construction,20000,9,18.95,21.31,47.46,1
OM-HIST-20570,OQ,Oil & Gas Infrastructure,235770,3,25.04,50.41,56.91,0
OM-HIST-20571,Nama Group,IT Services,20000,10,6.83,29.36,63.97,0
OM-HIST-20572,Ministry of Health,Electrical Substation,30773,11,31.45,33.81,35.13,0
OM-HIST-20573,Nama Group,Oil & Gas Infrastructure,327631,10,22.14,35.84,67.15,0
OM-HIST-20574,Nama Group,IT Services,48405,3,33.48,32.45,91.69,1
OM-HIST-20575,PDO,IT Services,54074,14,10.78,12.13,35.09,0
OM-HIST-20576,Ministry of Transport,IT Services,748818,15,23.82,51.71,46.76,0
OM-HIST-20577,PDO,Oil & Gas Infrastructure,309658,3,16.64,29.87,51.2,1
OM-HIST-20578,PDO,Electrical Substation,287570,15,5.37,45.02,68.19,1
OM-HIST-20579,PDO,Oil & Gas Infrastructure,32591,8,9.49,38.33,67.87,0
OM-HIST-20580,PDO,Oil & Gas Infrastructure,83069,3,21.88,15.05,48.6,1
OM-HIST-20581,OQ,Construction,411980,8,12.92,42.74,67.18,1
OM-HIST-20582,PDO,IT Services,1323565,6,17.09,40.91,74.25,1
OM-HIST-20583,OQ,Electrical Substation,61762,7,25.72,12.46,60.89,0
OM-HIST-20584,PDO,Construction,929963,2,15.14,49.68,50.21,0
OM-HIST-20585,Nama Group,Oil & Gas Infrastructure,264241,15,11.84,25.02,78.34,0
OM-HIST-20586,Ministry of Transport,Construction,94777,6,26.86,40.25,35.8,0
OM-HIST-20587,OQ,Electrical Substation,612108,13,19.53,35.83,54.3,1
OM-HIST-20588,Nama Group,IT Services,37791,3,14.33,35.34,38.82,0
OM-HIST-20589,Nama Group,Medical Supplies,85859,2,10.21,53.76,43.05,1
OM-HIST-20590,Ministry of Health,Oil & Gas Infrastructure,20000,9,6.52,28.02,42.94,1
OM-HIST-20591,Ministry of Health,Electrical Substation,2703199,10,16.91,56.15,74.28,1
OM-HIST-20592,Ministry of Health,Electrical Substation,513027,11,18.38,58.03,60.85,0
OM-HIST-20593,Nama Group,Construction,336751,4,30.13,22.93,84.01,0
OM-HIST-20594,Ministry of Health,Oil & Gas Infrastructure,568474,8,6.49,52.69,80.69,1
OM-HIST-20595,Royal Oman Police,IT Services,98502,12,11.75,20.34,72.35,1
OM-HIST-20596,PDO,Oil & Gas Infrastructure,254478,9,32.35,42.37,69.07,1
OM-HIST-20597,PDO,Construction,3590447,11,29.15,25.27,92.86,0
OM-HIST-20598,PDO,Electrical Substation,216919,8,30.55,32.95,44.18,0
OM-HIST-20599,Nama Group,Medical Supplies,144428,15,23.71,39.22,30.48,0
OM-HIST-20600,Royal Oman Police,Construction,911730,10,24.42,40.45,49.4,1
OM-HIST-20601,PDO,Oil & Gas Infrastructure,122919,7,34.65,42.03,86.0,1
OM-HIST-20602,PDO,Construction,170943,5,9.5,48.27,88.48,1
OM-HIST-20603,Nama Group,Medical Supplies,388267,8,24.82,44.04,76.88,0
OM-HIST-20604,PDO,Construction,48627,6,32.21,30.23,77.89,0
OM-HIST-20605,Ministry of Transport,Medical Supplies,209544,15,10.7,46.33,44.45,0
OM-HIST-20606,Ministry of Health,Electrical Substation,103208,12,15.75,25.01,41.05,0
OM-HIST-20607,Ministry of Transport,Medical Supplies,20000,4,13.81,33.54,78.16,0
OM-HIST-20608,OQ,Medical Supplies,77069,14,32.38,57.35,88.47,0
OM-HIST-20609,PDO,IT Services,574313,7,11.7,53.57,57.33,1
OM-HIST-20610,PDO,Construction,69708,6,22.57,33.19,37.66,1
OM-HIST-20611,OQ,Medical Supplies,1835933,11,33.33,13.56,87.81,0
OM-HIST-20612,Nama Group,Electrical Substation,20000,10,13.95,12.7,85.53,1
OM-HIST-20613,Ministry of Transport,IT Services,298222,7,17.28,38.47,88.93,1
OM-HIST-20614,Nama Group,Construction,284546,15,26.47,48.95,61.69,0
OM-HIST-20615,OQ,IT Services,81070,7,24.03,10.24,47.78,0
OM-HIST-20616,PDO,IT Services,89045,11,27.93,34.48,79.63,0
OM-HIST-20617,Ministry of Transport,Medical Supplies,601358,8,24.0,30.17,92.75,1
OM-HIST-20618,Nama Group,Oil & Gas Infrastructure,20000,10,10.98,28.66,30.92,1
OM-HIST-20619,PDO,Medical Supplies,351815,5,5.54,10.21,77.68,1
OM-HIST-20620,Ministry of Transport,Construction,481863,6,8.87,29.18,68.26,1
OM-HIST-20621,Nama Group,Oil & Gas Infrastructure,300958,6,33.45,32.8,63.82,0
OM-HIST-20622,Nama Group,Electrical Substation,38197,12,34.86,27.14,88.59,0
OM-HIST-20623,OQ,IT Services,856509,4,33.44,55.91,56.22,1
OM-HIST-20624,Nama Group,IT Services,237852,5,27.02,39.48,40.98,0
OM-HIST-20625,PDO,Oil & Gas Infrastructure,72911,8,31.3,22.79,64.76,1
OM-HIST-20626,Ministry of Health,Oil & Gas Infrastructure,116682,12,8.24,51.81,33.14,1
OM-HIST-20627,Ministry of Transport,Electrical Substation,351392,8,8.71,22.64,75.62,1
OM-HIST-20628,Ministry of Health,Oil & Gas Infrastructure,617228,6,17.63,15.05,63.82,0
OM-HIST-20629,PDO,IT Services,282357,8,29.92,15.25,76.72,0
OM-HIST-20630,PDO,Oil & Gas Infrastructure,20000,14,8.19,19.93,42.98,1
OM-HIST-20631,Nama Group,Medical Supplies,33505,5,15.74,30.49,40.42,0
OM-HIST-20632,Ministry of Health,IT Services,309424,13,32.99,26.53,30.18,0
OM-HIST-20633,Nama Group,Oil & Gas Infrastructure,139152,15,22.22,34.71,91.71,0
OM-HIST-20634,Ministry of Health,Oil & Gas Infrastructure,184367,13,26.71,55.24,71.88,0
OM-HIST-20635,Royal Oman Police,Construction,180787,6,18.93,14.99,41.36,1
